Ward Number	Ward Name	Project #	Prefix	Project Name	Sub-project Name	Year	Budgeted
	City Wide	TRE906803-1	TRE	Revenue System - Phase II (Part 2)	Revenue System - Phase II	2014	221.0
	City Wide	TRE906804-3	TRE	Accounts Payable Process Improvements	Accounts Payable Process Improvements Phase III	2014	194.0
	City Wide	TRE906809-1	TRE	Tax & Utility Replacement	Tax Billing System	2014	110.0
	City Wide	TRE906809-2	TRE	Tax & Utility Replacement	Utility Billing System	2016	185.0
	City Wide	TRE906809-4	TRE	Tax & Utility Replacement	Utlilty Billing System Replacement	2015	61.0
	City Wide	TRE906811-1	TRE	Parking Tag Mgmt Software Replacement	Parking Tag Mgmt Software Replacement	2017	168.0
	City Wide	TRE906811-2	TRE	Parking Tag Mgmt Software Replacement	Parking Tag Mgmt Software Replacement II	2017	482.0
	City Wide	TRE906811-2	TRE	Parking Tag Mgmt Software Replacement	Parking Tag Mgmt Software Replacement II	2018	770.0
	City Wide	TRE906811-2	TRE	Parking Tag Mgmt Software Replacement	Parking Tag Mgmt Software Replacement II	2019	956.0
	City Wide	TRE906815-1	TRE	Workflow & Document Mgmt Technology	Workflow & Document Mgmt Technology	2014	378.0
	City Wide	TRE906890-1	TRE	eProcurement - Implementation	eProcurement - Implementation	2014	105.0
	City Wide	TRN000172-8	TRN	Third Party Signals	13TM-01TP Third Party Signals 2013-2016	2014	345.0
	City Wide	TRN000172-8	TRN	Third Party Signals	13TM-01TP Third Party Signals 2013-2016	2015	364.0
	City Wide	TRN000172-8	TRN	Third Party Signals	13TM-01TP Third Party Signals 2013-2016	2016	364.0
	City Wide	TRN000183-23	TRN	Cycling Infrastructure	Cycling Infrastructure 2013 History	2014	1000.0
	City Wide	TRN035   -10	TRN	Advanced Traffic Signal Control	13TM-01TPAdvanced Traffic Signal Control 2013-2016	2014	668.0
	City Wide	TRN035   -10	TRN	Advanced Traffic Signal Control	13TM-01TPAdvanced Traffic Signal Control 2013-2016	2015	264.0
	City Wide	TRN035   -10	TRN	Advanced Traffic Signal Control	13TM-01TPAdvanced Traffic Signal Control 2013-2016	2016	264.0
	City Wide	TRN036   -11	TRN	Traffic Control - RESCU	13TM-01TP Traffic Control RESCU 2013-2016	2014	99.0
	City Wide	TRN036   -11	TRN	Traffic Control - RESCU	13TM-01TP Traffic Control RESCU 2013-2016	2015	60.0
	City Wide	TRN036   -11	TRN	Traffic Control - RESCU	13TM-01TP Traffic Control RESCU 2013-2016	2016	60.0
	City Wide	TRN036   -6	TRN	Traffic Control - RESCU	Traffic Control - RESCU 2014 & Future	2014	1001.0
	City Wide	TRN036   -6	TRN	Traffic Control - RESCU	Traffic Control - RESCU 2014 & Future	2015	121.0
	City Wide	TRN036   -6	TRN	Traffic Control - RESCU	Traffic Control - RESCU 2014 & Future	2016	121.0
	City Wide	TRN036   -6	TRN	Traffic Control - RESCU	Traffic Control - RESCU 2014 & Future	2017	121.0
	City Wide	TRN036   -6	TRN	Traffic Control - RESCU	Traffic Control - RESCU 2014 & Future	2018	121.0
	City Wide	TRN036   -6	TRN	Traffic Control - RESCU	Traffic Control - RESCU 2014 & Future	2019	121.0
	City Wide	TRN036   -6	TRN	Traffic Control - RESCU	Traffic Control - RESCU 2014 & Future	2020	121.0
	City Wide	TRN036   -6	TRN	Traffic Control - RESCU	Traffic Control - RESCU 2014 & Future	2021	121.0
	City Wide	TRN036   -6	TRN	Traffic Control - RESCU	Traffic Control - RESCU 2014 & Future	2022	121.0
	City Wide	TRN036   -6	TRN	Traffic Control - RESCU	Traffic Control - RESCU 2014 & Future	2023	121.0
	City Wide	TRN037   -10	TRN	Accessible Pedestrian Signals (Audible Signals)	13TM-01TP Audible Signals 2013-2016	2014	293.0
	City Wide	TRN037   -10	TRN	Accessible Pedestrian Signals (Audible Signals)	13TM-01TP Audible Signals 2013-2016	2015	297.0
	City Wide	TRN037   -10	TRN	Accessible Pedestrian Signals (Audible Signals)	13TM-01TP Audible Signals 2013-2016	2016	297.0
	City Wide	TRN055   -14	TRN	City Bridge Rehabilitation	Bridge Assessments	2014	1000.0
	City Wide	TRN055   -14	TRN	City Bridge Rehabilitation	Bridge Assessments	2015	1000.0
	City Wide	TRN055   -14	TRN	City Bridge Rehabilitation	Bridge Assessments	2016	1000.0
	City Wide	TRN055   -14	TRN	City Bridge Rehabilitation	Bridge Assessments	2017	1000.0
	City Wide	TRN055   -14	TRN	City Bridge Rehabilitation	Bridge Assessments	2018	1000.0
	City Wide	TRN160   -10	TRN	ENGINEERING STUDIES	Engineering Studies - 2013 History	2014	170.0
	City Wide	TRN906086-11	TRN	Laneways	Laneways 2013 History	2014	350.0
	City Wide	TRN906086-11	TRN	Laneways	Laneways 2013 History	2015	205.0
	City Wide	TRN906086-11	TRN	Laneways	Laneways 2013 History	2016	190.0
	City Wide	TRN906086-11	TRN	Laneways	Laneways 2013 History	2017	190.0
	City Wide	TRN906086-11	TRN	Laneways	Laneways 2013 History	2018	135.0
	City Wide	TRN907852-1	TRN	Section 37 Wilson Avenue	Bathurst Street to Dufferin Road	2014	20.0
	City Wide	TTC000110-6	TTC	Subway Track	Subway Track Improvement	2014	552.0
	City Wide	TTC000210-6	TTC	Traction Power - Various	Traction Power - SOGR	2021	10000.0
	City Wide	TTC000210-6	TTC	Traction Power - Various	Traction Power - SOGR	2022	12000.0
	City Wide	TTC000220-5	TTC	Power Dist./Electric Systems - Various	Power Dist./Electric Systems - SOGR	2020	5000.0
	City Wide	TTC000220-5	TTC	Power Dist./Electric Systems - Various	Power Dist./Electric Systems - SOGR	2021	5000.0
	City Wide	TTC000220-5	TTC	Power Dist./Electric Systems - Various	Power Dist./Electric Systems - SOGR	2022	5000.0
	City Wide	TTC000230-3	TTC	Communications - Various	Communications - Legislated	2018	361.0
	City Wide	TTC000240-4	TTC	Signal Systems - Various	Signal Systems - SOGR	2020	3000.0
	City Wide	TTC000310-5	TTC	Finishes - Various	Finishes - SOGR	2020	10000.0
	City Wide	TTC000310-5	TTC	Finishes - Various	Finishes - SOGR	2021	10000.0
	City Wide	TTC000310-5	TTC	Finishes - Various	Finishes - SOGR	2022	11000.0
	City Wide	TTC000310-5	TTC	Finishes - Various	Finishes - SOGR	2023	5000.0
	City Wide	TTC000310-6	TTC	Finishes - Various	Finishes - Improvement	2014	795.0
	City Wide	TTC000320-1	TTC	Equipment - Various	Equipment - SOGR	2020	14000.0
	City Wide	TTC000320-8	TTC	Equipment - Various	Equipment -SOGRS	2014	56.0
	City Wide	TTC000330-4	TTC	Yards and Roads - Various	Yards and Roads Expansion	2014	788.0
	City Wide	TTC000330-4	TTC	Yards and Roads - Various	Yards and Roads Expansion	2015	834.0
	City Wide	TTC000330-6	TTC	Yards and Roads - Various	Yards and Roads - Legislated	2014	2801.0
	City Wide	TTC000330-6	TTC	Yards and Roads - Various	Yards and Roads - Legislated	2015	420.0
	City Wide	TTC000330-6	TTC	Yards and Roads - Various	Yards and Roads - Legislated	2016	270.0
	City Wide	TTC000379-1	TTC	Fire Ventilation Upgrade	Fire Ventilation Upgrade - SOGR	2021	6000.0
	City Wide	TTC000379-1	TTC	Fire Ventilation Upgrade	Fire Ventilation Upgrade - SOGR	2022	7000.0
	City Wide	TTC000390-5	TTC	Other Bldgs & Structures Projects	Other Buildings and Structures - Legislated	2015	35.0
	City Wide	TTC000390-5	TTC	Other Bldgs & Structures Projects	Other Buildings and Structures - Legislated	2016	270.0
	City Wide	TTC000415-3	TTC	Replacement of Wheel-Trans Vehicles	Replacement Wheel-Trans Vehicle	2020	2000.0
	City Wide	TTC000432-1	TTC	Bus Heavy Rebuild Program - Overhaul	Bus Heavy Rebuild Program, Overhaul - SOGR	2014	6950.0
	City Wide	TTC000432-1	TTC	Bus Heavy Rebuild Program - Overhaul	Bus Heavy Rebuild Program, Overhaul - SOGR	2015	7139.0
	City Wide	TTC000432-1	TTC	Bus Heavy Rebuild Program - Overhaul	Bus Heavy Rebuild Program, Overhaul - SOGR	2016	7907.0
	City Wide	TTC000460-4	TTC	Subway Car Overhaul Program	Subway Car Overhaul Program - SOGR	2017	338.0
	City Wide	TTC000470-4	TTC	Automotive Non-Revenue Vehicles	Automotive Non-Revenue Vehicles - SOGR	2014	334.0
	City Wide	TTC000480-8	TTC	Rail Non-Revenue Vehicle Overhaul	Rail Non-Revenue Vehicle Overhaul - SOGR	2014	158.0
	City Wide	TTC000520-1	TTC	Fare Handling Equipment	Fare Handling Equipment - SOGR	2014	1183.0
	City Wide	TTC000610-4	TTC	Environmental Programs	Environmental Programs - Legislated	2020	4000.0
	City Wide	TTC000910-1	TTC	Furniture & Office Equipment	Furniture & Office Equipment - SOGR	2014	78.0
	City Wide	TTC000910-4	TTC	Furniture & Office Equipment	Furniture & Office Equipment - SOGR	2016	76.0
	City Wide	TTC000910-4	TTC	Furniture & Office Equipment	Furniture & Office Equipment - SOGR	2017	177.0
	City Wide	TTC000910-4	TTC	Furniture & Office Equipment	Furniture & Office Equipment - SOGR	2018	145.0
	City Wide	TTC000910-4	TTC	Furniture & Office Equipment	Furniture & Office Equipment - SOGR	2019	26.0
	City Wide	TTC000910-4	TTC	Furniture & Office Equipment	Furniture & Office Equipment - SOGR	2020	1.0
	City Wide	TTC000910-4	TTC	Furniture & Office Equipment	Furniture & Office Equipment - SOGR	2021	3.0
	City Wide	TTC000910-4	TTC	Furniture & Office Equipment	Furniture & Office Equipment - SOGR	2022	2.0
	City Wide	TTC000920-5	TTC	Other Service Planning	Other Service Planning - Improvement	2016	269.0
	City Wide	TTC000920-5	TTC	Other Service Planning	Other Service Planning - Improvement	2017	876.0
	City Wide	TTC000920-5	TTC	Other Service Planning	Other Service Planning - Improvement	2018	275.0
	City Wide	TTC000920-5	TTC	Other Service Planning	Other Service Planning - Improvement	2019	275.0
	City Wide	TTC000920-5	TTC	Other Service Planning	Other Service Planning - Improvement	2020	275.0
	City Wide	TTC000920-5	TTC	Other Service Planning	Other Service Planning - Improvement	2021	275.0
	City Wide	TTC000920-5	TTC	Other Service Planning	Other Service Planning - Improvement	2022	275.0
	City Wide	TTC000920-5	TTC	Other Service Planning	Other Service Planning - Improvement	2023	275.0
	City Wide	TTC907744-3	TTC	Fare System	Fare System - Expansion - Scope Change	2014	250.0
	City Wide	TTC907749-1	TTC	Leslie Barns Streetcar Maint.& Storage Facility	Leslie Barns Streetcar Main. & Storage Facility	2014	10000.0
	City Wide	URB906181-7	URB	NEW ZONING BYLAW	SUPPORT FOR LEGAL CHALLENGES	2014	755.0
	City Wide	URB906181-9	URB	NEW ZONING BYLAW	OP Compliance Review	2021	113.0
	City Wide	URB906181-9	URB	NEW ZONING BYLAW	OP Compliance Review	2022	113.0
	City Wide	URB906188-3	URB	PLACES - FUTURE YEARS	PLACES - Ongoing FY2013	2014	1363.0
	City Wide	URB906673-10	URB	NATURAL HERITAGE INVENTORY STUDIES	Inventory & Integration Evaluation System	2014	81.0
	City Wide	URB906673-10	URB	NATURAL HERITAGE INVENTORY STUDIES	Inventory & Integration Evaluation System	2015	81.0
	City Wide	WAS000007-189	WAS	ASHBRIDGES BAY WWTP REHAB	PROCESS AND EQUIPMENT	2014	2360.0
	City Wide	WAS000007-189	WAS	ASHBRIDGES BAY WWTP REHAB	PROCESS AND EQUIPMENT	2015	2840.0
	City Wide	WAS000007-19	WAS	ASHBRIDGES BAY WWTP REHAB	FERROUS UPGRADES	2014	40.0
	City Wide	WAS000007-19	WAS	ASHBRIDGES BAY WWTP REHAB	FERROUS UPGRADES	2015	141.0
	City Wide	WAS000007-19	WAS	ASHBRIDGES BAY WWTP REHAB	FERROUS UPGRADES	2016	53.0
	City Wide	WAS000007-19	WAS	ASHBRIDGES BAY WWTP REHAB	FERROUS UPGRADES	2017	4.0
	City Wide	WAS000007-46	WAS	ASHBRIDGES BAY WWTP REHAB	Rehab of Grounds and Buildings	2014	455.0
	City Wide	WAS000007-46	WAS	ASHBRIDGES BAY WWTP REHAB	Rehab of Grounds and Buildings	2015	5.0
	City Wide	WAS000007-47	WAS	ASHBRIDGES BAY WWTP REHAB	PT ENGINEERING DESIGN & CONTRACT ADMIN	2014	33.0
	City Wide	WAS000007-47	WAS	ASHBRIDGES BAY WWTP REHAB	PT ENGINEERING DESIGN & CONTRACT ADMIN	2015	33.0
	City Wide	WAS000007-47	WAS	ASHBRIDGES BAY WWTP REHAB	PT ENGINEERING DESIGN & CONTRACT ADMIN	2016	30.0
	City Wide	WAS000007-47	WAS	ASHBRIDGES BAY WWTP REHAB	PT ENGINEERING DESIGN & CONTRACT ADMIN	2017	23.0
	City Wide	WAS000007-47	WAS	ASHBRIDGES BAY WWTP REHAB	PT ENGINEERING DESIGN & CONTRACT ADMIN	2018	8.0
	City Wide	WAS000007-47	WAS	ASHBRIDGES BAY WWTP REHAB	PT ENGINEERING DESIGN & CONTRACT ADMIN	2019	1.0
	City Wide	WAS000007-49	WAS	ASHBRIDGES BAY WWTP REHAB	PROCESS UPGRADES AND ODOUR CONTROL ENGINEERING	2014	24.0
	City Wide	WAS000007-49	WAS	ASHBRIDGES BAY WWTP REHAB	PROCESS UPGRADES AND ODOUR CONTROL ENGINEERING	2015	9.0
	City Wide	WAS000007-49	WAS	ASHBRIDGES BAY WWTP REHAB	PROCESS UPGRADES AND ODOUR CONTROL ENGINEERING	2016	3.0
	City Wide	WAS000259-23	WAS	TRUNK SEWER SYSTEM	TRUNK SEWER REHABILITATION	2014	225.0
	City Wide	WAS000259-23	WAS	TRUNK SEWER SYSTEM	TRUNK SEWER REHABILITATION	2015	225.0
	City Wide	WAS000442-12	WAS	BASEMENT FLOODING RELIEF	ROAD RESTORATION FOR BSMT FLDG	2014	3000.0
	City Wide	WAS000442-12	WAS	BASEMENT FLOODING RELIEF	ROAD RESTORATION FOR BSMT FLDG	2015	3000.0
	City Wide	WAS000521-3	WAS	HIGHLAND CREEK WWTP - BUILDING SERV & SITE DEV	HCTP BLDG REHAB & IMPROVEMENTS	2014	500.0
	City Wide	WAS000521-3	WAS	HIGHLAND CREEK WWTP - BUILDING SERV & SITE DEV	HCTP BLDG REHAB & IMPROVEMENTS	2015	4000.0
	City Wide	WAS000521-3	WAS	HIGHLAND CREEK WWTP - BUILDING SERV & SITE DEV	HCTP BLDG REHAB & IMPROVEMENTS	2016	4000.0
	City Wide	WAS000521-3	WAS	HIGHLAND CREEK WWTP - BUILDING SERV & SITE DEV	HCTP BLDG REHAB & IMPROVEMENTS	2017	3000.0
	City Wide	WAS000523-1	WAS	HIGHLAND CREEK WWTP - O&M UPGRADES	PLANT FIRM CAPACITY UPGRADES - PHASE V	2023	145.0
	City Wide	WAS906322-9	WAS	W&WW LABORATORIES	LAB EQUIPMENT	2014	100.0
	City Wide	WAS906322-9	WAS	W&WW LABORATORIES	LAB EQUIPMENT	2015	100.0
	City Wide	WAS906328-11	WAS	SWM END OF PIPE FACILITIES	BONAR CREEK CONSTRUCTION	2014	16.0
	City Wide	WAS906328-11	WAS	SWM END OF PIPE FACILITIES	BONAR CREEK CONSTRUCTION	2015	64.0
	City Wide	WAS906328-11	WAS	SWM END OF PIPE FACILITIES	BONAR CREEK CONSTRUCTION	2016	173.0
	City Wide	WAS906328-11	WAS	SWM END OF PIPE FACILITIES	BONAR CREEK CONSTRUCTION	2017	435.0
	City Wide	WAS906328-11	WAS	SWM END OF PIPE FACILITIES	BONAR CREEK CONSTRUCTION	2018	423.0
	City Wide	WAS906328-11	WAS	SWM END OF PIPE FACILITIES	BONAR CREEK CONSTRUCTION	2019	197.0
	City Wide	WAS906328-11	WAS	SWM END OF PIPE FACILITIES	BONAR CREEK CONSTRUCTION	2020	12.0
	City Wide	WAS906328-12	WAS	SWM END OF PIPE FACILITIES	EARL BALES SWM FACILITY - PHASE 2	2014	3500.0
	City Wide	WAS906328-12	WAS	SWM END OF PIPE FACILITIES	EARL BALES SWM FACILITY - PHASE 2	2015	1000.0
	City Wide	WAS906328-12	WAS	SWM END OF PIPE FACILITIES	EARL BALES SWM FACILITY - PHASE 2	2016	500.0
	City Wide	WAS906328-35	WAS	SWM END OF PIPE FACILITIES	EASTERN BEACHES WATER QUALITY IMPROVEMENTS	2014	250.0
	City Wide	WAS906328-6	WAS	SWM END OF PIPE FACILITIES	DON VALLEY SWM	2018	3.0
	City Wide	WAS906328-6	WAS	SWM END OF PIPE FACILITIES	DON VALLEY SWM	2019	13.0
	City Wide	WAS906328-6	WAS	SWM END OF PIPE FACILITIES	DON VALLEY SWM	2020	151.0
	City Wide	WAS906328-6	WAS	SWM END OF PIPE FACILITIES	DON VALLEY SWM	2021	151.0
	City Wide	WAS906328-9	WAS	SWM END OF PIPE FACILITIES	NORTH TORONTO CSO CONSTR	2014	4500.0
	City Wide	WAS906328-9	WAS	SWM END OF PIPE FACILITIES	NORTH TORONTO CSO CONSTR	2015	500.0
	City Wide	WAS906331-9	WAS	SWM SOURCE CONTROL PROG	DOWNSPOUT DISCONNECTION PROGRAM	2014	15.0
	City Wide	WAS906331-9	WAS	SWM SOURCE CONTROL PROG	DOWNSPOUT DISCONNECTION PROGRAM	2015	15.0
	City Wide	WAS906331-9	WAS	SWM SOURCE CONTROL PROG	DOWNSPOUT DISCONNECTION PROGRAM	2016	25.0
	City Wide	WAS906331-9	WAS	SWM SOURCE CONTROL PROG	DOWNSPOUT DISCONNECTION PROGRAM	2017	15.0
	City Wide	WAS906331-9	WAS	SWM SOURCE CONTROL PROG	DOWNSPOUT DISCONNECTION PROGRAM	2018	15.0
	City Wide	WAS906380-1	WAS	HIGHLAND CREEK WWTP - ODOUR CONTROL	ODOUR CONTROL UPGRADES - PHASE 1 ENG	2014	650.0
	City Wide	WAS906380-1	WAS	HIGHLAND CREEK WWTP - ODOUR CONTROL	ODOUR CONTROL UPGRADES - PHASE 1 ENG	2015	510.0
	City Wide	WAS906380-1	WAS	HIGHLAND CREEK WWTP - ODOUR CONTROL	ODOUR CONTROL UPGRADES - PHASE 1 ENG	2016	250.0
	City Wide	WAS906380-1	WAS	HIGHLAND CREEK WWTP - ODOUR CONTROL	ODOUR CONTROL UPGRADES - PHASE 1 ENG	2017	650.0
	City Wide	WAS906380-1	WAS	HIGHLAND CREEK WWTP - ODOUR CONTROL	ODOUR CONTROL UPGRADES - PHASE 1 ENG	2018	100.0
	City Wide	WAS906380-1	WAS	HIGHLAND CREEK WWTP - ODOUR CONTROL	ODOUR CONTROL UPGRADES - PHASE 1 ENG	2019	5.0
	City Wide	WAS906486-3	WAS	ASHBRIDGES BAY T.P. - III YR2004	PCS-PLANT SRVS	2014	170.0
	City Wide	WAS906486-3	WAS	ASHBRIDGES BAY T.P. - III YR2004	PCS-PLANT SRVS	2015	360.0
	City Wide	WAS906486-3	WAS	ASHBRIDGES BAY T.P. - III YR2004	PCS-PLANT SRVS	2016	30.0
	City Wide	WAS906486-4	WAS	ASHBRIDGES BAY T.P. - III YR2004	LANDSCAPE SITE DESIGN	2020	400.0
	City Wide	WAS906486-4	WAS	ASHBRIDGES BAY T.P. - III YR2004	LANDSCAPE SITE DESIGN	2021	400.0
	City Wide	WAS906487-2	WAS	HIGHLAND CREEK T.P. - IV YR2004	PCS PLANT SERVICES	2014	81.0
	City Wide	WAS906487-2	WAS	HIGHLAND CREEK T.P. - IV YR2004	PCS PLANT SERVICES	2015	213.0
	City Wide	WAS906488-2	WAS	HUMBER T.P. - II YR2004	PCS PLANT SERVICES	2014	97.0
	City Wide	WAS906488-2	WAS	HUMBER T.P. - II YR2004	PCS PLANT SERVICES	2015	55.0
	City Wide	WAS906492-10	WAS	WET WEATHER FLOW MP	10 Yr WWFMP Public Ed - Communications	2016	241.0
	City Wide	WAS906492-10	WAS	WET WEATHER FLOW MP	10 Yr WWFMP Public Ed - Communications	2017	322.0
	City Wide	WAS906492-10	WAS	WET WEATHER FLOW MP	10 Yr WWFMP Public Ed - Communications	2018	412.0
	City Wide	WAS906492-10	WAS	WET WEATHER FLOW MP	10 Yr WWFMP Public Ed - Communications	2019	483.0
	City Wide	WAS906492-10	WAS	WET WEATHER FLOW MP	10 Yr WWFMP Public Ed - Communications	2020	483.0
	City Wide	WAS906492-10	WAS	WET WEATHER FLOW MP	10 Yr WWFMP Public Ed - Communications	2021	483.0
	City Wide	WAS906492-10	WAS	WET WEATHER FLOW MP	10 Yr WWFMP Public Ed - Communications	2022	483.0
	City Wide	WAS906492-10	WAS	WET WEATHER FLOW MP	10 Yr WWFMP Public Ed - Communications	2023	483.0
	City Wide	WAS906492-11	WAS	WET WEATHER FLOW MP	10 Yr WWFMMP Implementation	2017	40.0
	City Wide	WAS906492-11	WAS	WET WEATHER FLOW MP	10 Yr WWFMMP Implementation	2018	40.0
	City Wide	WAS906492-11	WAS	WET WEATHER FLOW MP	10 Yr WWFMMP Implementation	2019	40.0
	City Wide	WAS906492-11	WAS	WET WEATHER FLOW MP	10 Yr WWFMMP Implementation	2020	40.0
	City Wide	WAS906492-11	WAS	WET WEATHER FLOW MP	10 Yr WWFMMP Implementation	2021	40.0
	City Wide	WAS906492-11	WAS	WET WEATHER FLOW MP	10 Yr WWFMMP Implementation	2022	40.0
	City Wide	WAS906492-11	WAS	WET WEATHER FLOW MP	10 Yr WWFMMP Implementation	2023	40.0
	City Wide	WAS906492-14	WAS	WET WEATHER FLOW MP	WWFMP IMPLEMENTATION - DESIGN&CONTRACT ADMIN	2014	260.0
	City Wide	WAS906492-14	WAS	WET WEATHER FLOW MP	WWFMP IMPLEMENTATION - DESIGN&CONTRACT ADMIN	2015	124.0
	City Wide	WAS906492-15	WAS	WET WEATHER FLOW MP	WWF MONITORING STATIONS	2016	13.0
	City Wide	WAS906492-15	WAS	WET WEATHER FLOW MP	WWF MONITORING STATIONS	2017	13.0
	City Wide	WAS906492-15	WAS	WET WEATHER FLOW MP	WWF MONITORING STATIONS	2018	13.0
	City Wide	WAS906492-2	WAS	WET WEATHER FLOW MP	WWFMP - PUBLIC EDUCATION	2014	500.0
	City Wide	WAS906492-2	WAS	WET WEATHER FLOW MP	WWFMP - PUBLIC EDUCATION	2015	500.0
	City Wide	WAS906492-2	WAS	WET WEATHER FLOW MP	WWFMP - PUBLIC EDUCATION	2016	500.0
	City Wide	WAS906492-40	WAS	WET WEATHER FLOW MP	10 YEAR SWM - CONVEYANCE	2022	241.0
	City Wide	WAS906492-40	WAS	WET WEATHER FLOW MP	10 YEAR SWM - CONVEYANCE	2023	241.0
	City Wide	WAS906492-44	WAS	WET WEATHER FLOW MP	SWM CONVEYANCE 2013	2014	89.0
	City Wide	WAS906495-17	WAS	SEWER ASSET PLANNING	SEWER ASSET PLANNING - 10 YR FORECAST	2016	48.0
	City Wide	WAS906495-17	WAS	SEWER ASSET PLANNING	SEWER ASSET PLANNING - 10 YR FORECAST	2017	48.0
	City Wide	WAS906495-17	WAS	SEWER ASSET PLANNING	SEWER ASSET PLANNING - 10 YR FORECAST	2018	48.0
	City Wide	WAS906495-17	WAS	SEWER ASSET PLANNING	SEWER ASSET PLANNING - 10 YR FORECAST	2019	48.0
	City Wide	WAS906495-17	WAS	SEWER ASSET PLANNING	SEWER ASSET PLANNING - 10 YR FORECAST	2020	48.0
	City Wide	WAS906495-17	WAS	SEWER ASSET PLANNING	SEWER ASSET PLANNING - 10 YR FORECAST	2021	48.0
	City Wide	WAS906495-17	WAS	SEWER ASSET PLANNING	SEWER ASSET PLANNING - 10 YR FORECAST	2022	48.0
	City Wide	WAS906495-17	WAS	SEWER ASSET PLANNING	SEWER ASSET PLANNING - 10 YR FORECAST	2023	48.0
	City Wide	WAS906495-18	WAS	SEWER ASSET PLANNING	SEWER SYSTEM INSPECTION - 10 YR FORECAST	2020	10000.0
	City Wide	WAS906495-18	WAS	SEWER ASSET PLANNING	SEWER SYSTEM INSPECTION - 10 YR FORECAST	2021	10000.0
	City Wide	WAS906495-18	WAS	SEWER ASSET PLANNING	SEWER SYSTEM INSPECTION - 10 YR FORECAST	2022	10000.0
	City Wide	WAS906495-18	WAS	SEWER ASSET PLANNING	SEWER SYSTEM INSPECTION - 10 YR FORECAST	2023	10000.0
	City Wide	WAS906495-5	WAS	SEWER ASSET PLANNING	Sewer Asset Planning	2014	1000.0
	City Wide	WAS906495-5	WAS	SEWER ASSET PLANNING	Sewer Asset Planning	2015	1000.0
	City Wide	WAS906495-5	WAS	SEWER ASSET PLANNING	Sewer Asset Planning	2016	1000.0
	City Wide	WAS906500-18	WAS	NEW SEWER CONSTRUCTION	DOWNSVIEW LANDS EXTERNAL UPGRADES	2015	2000.0
	City Wide	WAS906500-18	WAS	NEW SEWER CONSTRUCTION	DOWNSVIEW LANDS EXTERNAL UPGRADES	2016	4000.0
	City Wide	WAS906500-18	WAS	NEW SEWER CONSTRUCTION	DOWNSVIEW LANDS EXTERNAL UPGRADES	2017	2000.0
	City Wide	WAS906500-5	WAS	NEW SEWER CONSTRUCTION	NEW SEWERS	2014	1000.0
	City Wide	WAS906501-2	WAS	YARD & BUILDING RENOVATION	YARD & BUILDING RENOVATION	2014	100.0
	City Wide	WAS906735-10	WAS	DIST SEWER REHAB OPS YR2005	GROUP 1 SEWAGE PUMPING STATION UPGRADES	2014	500.0
	City Wide	WAS906741-1	WAS	HIGHLAND CREEK TP YR2005	WAS THICKENING AND DEWATERING ENG	2014	160.0
	City Wide	WAS906741-1	WAS	HIGHLAND CREEK TP YR2005	WAS THICKENING AND DEWATERING ENG	2015	17.0
	City Wide	WAS906741-1	WAS	HIGHLAND CREEK TP YR2005	WAS THICKENING AND DEWATERING ENG	2016	10.0
	City Wide	WAS906741-1	WAS	HIGHLAND CREEK TP YR2005	WAS THICKENING AND DEWATERING ENG	2018	4.0
	City Wide	WAS906742-6	WAS	HUMBER TP YR2005	HEADHOUSE UPGRADES Phase 1	2014	10.0
	City Wide	WAS906742-6	WAS	HUMBER TP YR2005	HEADHOUSE UPGRADES Phase 1	2015	5.0
	City Wide	WAS906742-8	WAS	HUMBER TP YR2005	ODOUR CONTROL ENGINEERING	2014	721.0
	City Wide	WAS906742-8	WAS	HUMBER TP YR2005	ODOUR CONTROL ENGINEERING	2015	600.0
	City Wide	WAS906742-8	WAS	HUMBER TP YR2005	ODOUR CONTROL ENGINEERING	2016	101.0
	City Wide	WAS906743-1	WAS	ASHRIDGES BAY TP YR2005	Process & Equip Upgrades	2014	9.0
	City Wide	WAS906743-1	WAS	ASHRIDGES BAY TP YR2005	Process & Equip Upgrades	2015	5.0
	City Wide	WAS906743-1	WAS	ASHRIDGES BAY TP YR2005	Process & Equip Upgrades	2016	16.0
	City Wide	WAS906743-1	WAS	ASHRIDGES BAY TP YR2005	Process & Equip Upgrades	2017	25.0
	City Wide	WAS906743-4	WAS	ASHRIDGES BAY TP YR2005	M & T IMPROVEMENTS (EQUIPMENT)	2014	10.0
	City Wide	WAS906755-1	WAS	WESTERN BEACHES RETROFIT	WESTERN BEACHES RETROFIT	2014	1000.0
	City Wide	WAS906755-1	WAS	WESTERN BEACHES RETROFIT	WESTERN BEACHES RETROFIT	2015	4000.0
	City Wide	WAS906755-1	WAS	WESTERN BEACHES RETROFIT	WESTERN BEACHES RETROFIT	2016	200.0
	City Wide	WAS906926-1	WAS	OPERATIONAL SUPPORT	DIVISIONAL SECURITY	2014	650.0
	City Wide	WAS906926-17	WAS	OPERATIONAL SUPPORT	Desginated Substance Abatement	2014	100.0
	City Wide	WAS906926-23	WAS	OPERATIONAL SUPPORT	HAND HELD DEVICES - UPDATED	2014	150.0
	City Wide	WAS906926-49	WAS	OPERATIONAL SUPPORT	DISTRICT OPERATION FACILITY UPGRADES	2020	500.0
	City Wide	WAS906926-49	WAS	OPERATIONAL SUPPORT	DISTRICT OPERATION FACILITY UPGRADES	2021	3400.0
